-4.679336548,5.809570313,2.512176514,56936489677
-5.48866272,5.597717285,2.802581787,56936735977
-6.393203735,5.262084961,2.43838501,56937031022
-7.004959106,5.083557129,2.197967529,56937349131
-7.964248657,4.826477051,1.162506104,56937658685
-7.911880493,5.312072754,1.076812744,56937913542
-7.516738892,6.016662598,1.5909729,56938166376
-7.697647095,5.926208496,1.095855713,56938460261
-7.440567017,6.295166016,0.4507751465,56938739767
-6.945449829,6.759338379,0.003265380859,56939028596
-6.290847778,7.730529785,-0.4942321777,56939315901
-5.364883423,8.91595459,0.1413269043,56939618141
-5.600540161,9.020690918,0.4412536621,56939857094
-6.121841431,8.401794434,-0.601348877,56940139248
-5.574356079,8.261352539,-1.665374756,56940495137
-5.695755005,7.782897949,-1.874847412,56940762267
-5.743362427,7.606750488,-1.339263916,56941022859
-5.864761353,7.682922363,-0.4275817871,56941279256
-6.138504028,7.385375977,-0.03720092773,56941562331
-6.124221802,6.971191406,-0.7727355957,56941839130
-5.655288696,7.144958496,-1.063140869,56942141254
-5.612442017,7.563903809,-0.5632629395,56942447781
-5.648147583,7.759094238,-0.04196166992,56942722931
-5.781448364,7.792419434,0.6507263184,56943028477
-5.564834595,7.747192383,0.388885498,56943330999
-5.333938599,7.737670898,0.05325317383,56943594607
-4.886428833,7.987609863,0.03182983398,56943886929
-4.724563599,8.02331543,0.4317321777,56944172711
-4.895950317,8.120910645,1.298187256,56944457508
-5.191116333,8.11138916,1.626678467,56944772271
-5.126846313,8.26373291,1.986114502,56945023635
-5.288711548,8.139953613,1.172027588,56945306113
-4.83644104,8.323242188,1.410064697,56945601557
-4.193740845,8.780273438,1.969451904,56945883797
-4.626968384,8.442260742,2.105133057,56946162536
-5.562454224,8.301818848,1.779022217,56946457757
-6.078994751,8.656494141,1.988494873,56946737367
-6.283706665,9.151611328,1.898040771,56947025637
-5.348220825,9.894287109,2.483612061,56947313436
-6.081375122,9.582458496,2.233673096,56947589348
-6.840713501,9.084960938,0.9363708496,56947884904
-7.240615845,8.385131836,0.01516723633,56948181469
-7.178726196,8.082824707,-0.220489502,56948452232
-7.495315552,7.98046875,0.03897094727,56948743767
-7.533401489,7.792419434,0.1508483887,56949017698
-7.214431763,7.528198242,0.09848022461,56949310735
-6.236099243,7.644836426,-0.7608337402,56949613145
-4.805496216,8.320861816,-1.334503174,56949888252
-4.436538696,8.337524414,-0.7655944824,56950184008
-4.398452759,7.801940918,-0.7394104004,56950484304
-3.689102173,7.39251709,-0.1109924316,56950745515
-2.627456665,6.992614746,0.6245422363,56951128370
-2.15852356,6.264221191,0.6983337402,56951315123
-2.298965454,5.597717285,0.09848022461,56951593879
-3.222549438,5.169250488,-0.5394592285,56951877847
-4.724563599,5.659606934,-0.7346496582,56952168002
-6.933547974,6.199951172,-1.008392334,56952494970
-8.409378052,6.633178711,-1.517791748,56952751183
-8.354629517,8.049499512,-0.8679504395,56953022937
-6.709793091,10.12518311,1.131561279,56953309227
-6.419387817,11.03924561,2.050384521,56953595417
-6.835952759,10.34179688,2.302703857,56953896437
-6.326553345,9.865722656,2.383636475,56954191422
-6.278945923,8.861206055,2.333648682,56954454230
-5.774307251,7.913818359,1.821868896,56954741609
-5.231582642,6.921203613,1.376739502,56955040034
-5.852859497,5.852416992,1.267242432,56955400337
-6.733596802,5.007385254,1.383880615,56955699490
-6.938308716,4.295654297,1.621917725,56955901130
-6.602676392,3.483947754,0.8935241699,56956161766
-5.871902466,3.210205078,2.186065674,56956449518
-7.400100708,1.367797852,3.959442139,56956762468
-7.961868286,-0.3270263672,3.242950439,56957043951
-6.333694458,-0.4198608398,2.835906982,56957367296
-7.162063599,-0.6507568359,3.131072998,56957612006
-6.950210571,1.353515625,4.209381104,56957896853
-8.540298462,4.862182617,4.556915283,56958198931
-12.97731018,4.969299316,1.212493896,56958475664
-14.68165588,6.661743164,-3.369720459,56958759455
-12.77259827,12.67218018,-2.869842529,56959042885
-18.45930481,19.14202881,5.030609131,56959328991
-19.3162384,19.53895569,18.48922729,56959629842
-12.14656067,19.53895569,13.3666687,56959914340
-7.547683716,19.53895569,-4.681304932,56960187781
1.442977905,19.53895569,-15.80239868,56960474821
5.949020386,7.932861328,-6.711761475,56960760370
10.10990906,-1.760009766,8.129852295,56961059919
11.72618103,-3.181091309,19.31521606,56961339729
19.6831665,-1.3125,15.73513794,56961599598
19.6831665,0.1252441406,3.559539795,56961874997
19.6831665,-2.969238281,1.143463135,56962162474
19.6831665,-4.095153809,2.157501221,56962486907
18.66496277,-6.039916992,3.895172119,56962796756
12.25224304,-1.945678711,8.475006104,56963044429
6.98210144,3.2578125,14.9067688,56963333396
0.007614135742,7.942382813,19.31521606,56963592834
-5.01020813,9.951416016,19.31521606,56963888748
-5.719558716,11.48675537,18.8510437,56964174555
-5.036392212,12.96972656,9.617584229,56964454571
-6.609817505,11.35107422,5.528106689,56964735005
-7.10017395,9.52532959,2.093231201,56965056670
-7.059707642,6.323730469,-1.365447998,56965355774
-6.388442993,0.8893432617,-6.195220947,56965652143
-8.695022583,-4.038024902,-7.230682373,56965918501
-9.202041626,-3.55480957,-0.8727111816,56966202200
-9.049697876,-2.664550781,3.323883057,56966487351
-6.716934204,-0.5745849609,-0.2276306152,56966763774
-7.31678772,0.237121582,-0.296661377,56967023979
-9.404373169,1.946228027,3.183441162,56967346570
-11.27296448,3.181640625,5.430511475,56967594158
-10.34461975,3.055480957,0.3817443848,56967879558
-8.221328735,5.095458984,0.2817687988,56968188808
-9.321060181,6.835510254,4.978240967,56968449287
-9.492446899,6.637939453,4.704498291,56968737141
-7.554824829,5.709594727,1.410064697,56969064146
-7.46913147,4.597961426,1.053009033,56969308722
-7.809524536,4.007629395,2.445526123,56969592425
-8.685501099,3.184020996,2.509796143,56969923218
-8.452224731,2.707946777,2.481231689,56970274870
-7.64289856,3.081665039,3.062042236,56970440262
-6.495559692,4.024291992,1.043487549,56970722356
-5.660049438,4.583679199,0.6435852051,56971051718
-7.195388794,4.4765625,3.473846436,56971316256
-7.626235962,4.336120605,4.614044189,56971587954
-6.897842407,4.659851074,4.035614014,56971875546
-6.600296021,3.798156738,0.7864074707,56972217481
-7.054946899,2.567504883,1.119659424,56972450234
-6.674087524,2.465148926,5.213897705,56972733416
-7.428665161,1.346374512,6.977752686,56973022589
-6.245620728,0.2894897461,4.104644775,56973305526
-7.040664673,-0.09851074219,2.897796631,56973593130
-7.440567017,2.074768066,6.187469482,56974015627
-11.5348053,2.950744629,6.154144287,56974225652
-16.46217346,1.86529541,0.5221862793,56974492132
-19.3162384,2.219970703,-7.242584229,56974769869
-19.3162384,4.179016113,-9.5753479,56974982347
-19.3162384,8.682678223,-0.984588623,56975281778
-19.3162384,13.70288086,9.672332764,56975562307
-19.3162384,19.53895569,18.79867554,56975836539
-19.3162384,19.53895569,8.736846924,56976135380
-14.97444153,16.68786621,-10.23233032,56976428651
-7.792861938,5.950012207,-3.943389893,56976703581
15.24913025,14.82641602,12.42404175,56976982779
19.6831665,12.96972656,15.85891724,56977264703
19.6831665,11.69622803,9.317657471,56977554159
19.6831665,2.203308105,-0.6489562988,56977839110
19.6831665,-6.418395996,-10.44418335,56978158026
19.6831665,-8.029907227,3.423858643,56978432870
17.54856873,-4.504577637,19.31521606,56978721824
8.384140015,-1.467224121,19.31521606,56979061133
5.034957886,1.379699707,19.31521606,56979298187
2.437973022,5.038330078,19.31521606,56979598529
-1.208755493,8.149475098,19.31521606,56979882971
-1.651504517,11.715271,13.29525757,56980179437
-4.181838989,11.97473145,0.9863586426,56980457422
-6.46937561,12.06280518,-7.632965088,56980735509
-7.88331604,12.96734619,-9.494415283,56981028942
-10.31367493,8.658874512,-8.908843994,56981311830
-13.19392395,2.743652344,-9.668182373,56981614449
-10.1184845,-0.09851074219,-9.11831665,56981882624
-8.126113892,-0.981628418,-4.567047119,56982604195
-10.66358948,-2.262268066,3.207244873,56982728659
-10.2660675,-1.667175293,2.935882568,56982943549
-10.0280304,-0.4769897461,2.640716553,56983186664
-12.15370178,1.132141113,4.771148682,56983401403
-10.71595764,3.536315918,2.309844971,56983619812
-8.735488892,6.211853027,2.402679443,56983852783
-9.263931274,7.352050781,5.259124756,56984122571
-9.620986938,6.645080566,5.278167725,56984394256
-9.225845337,5.916687012,3.166778564,56984695014
-6.609817505,6.033325195,1.250579834,56984976949
-7.221572876,6.066650391,4.561676025,56985273616
-7.228713989,5.878601074,6.746856689,56985581601
-7.397720337,3.8671875,3.916595459,56985852031
-7.166824341,2.557983398,0.3507995605,56986217035
-5.907608032,3.205444336,-0.8917541504,56986465838
-6.145645142,3.614868164,2.324127197,56986750039
-5.936172485,3.638671875,3.369110107,56987036976
-6.155166626,3.593444824,1.157745361,56987328216
-6.693130493,3.469665527,1.064910889,56987616123
-6.198013306,3.979064941,1.54574585,56987898241
-4.734085083,4.866943359,4.085601807,56988192468
-5.59815979,4.467041016,6.230316162,56988467841
-7.026382446,3.417297363,5.706634521,56988789182
-7.204910278,3.019775391,3.295318604,56989047269
-6.221817017,3.619628906,2.869232178,56989328421
-6.895462036,4.024291992,6.823028564,56989622492
-6.726455688,4.569396973,8.301239014,56989900181
-11.37770081,2.743652344,5.3543396,56990151784
-14.55311584,1.710571289,-4.924102783,56990478390
-16.56214905,2.715087891,-10.56558228,56990758428
-19.3162384,5.071655273,-8.278045654,56991046710
-19.3162384,7.15447998,-1.734405518,56991448285
-19.3162384,12.42224121,7.572845459,56991881323
-19.3162384,19.53895569,16.13504028,56991898409
-19.3162384,19.53895569,10.48403931,56992153129
-11.18251038,19.53895569,-9.818145752,56992449362
-2.61555481,14.91210938,-16.16897583,56992688564
9.133956909,8.173278809,0.1508483887,56992969909
19.6831665,17.51147461,19.31521606,56993260024
19.6831665,11.84619141,19.03671265,56993550411
19.6831665,-1.098266602,-5.35256958,56993832604
19.6831665,-6.684997559,-17.00448608,56994113821
19.6831665,-4.954467773,-2.815093994,56994396118
17.73661804,-3.635742188,12.33596802,56994699157
10.37889099,-2.221801758,17.71084595,56994977277
4.568405151,1.279724121,19.31521606,56995277796
-0.05903625488,4.840759277,19.31521606,56995548963
-0.6065216064,8.994506836,19.31521606,56995832284
-3.774795532,11.11303711,15.00912476,56996121674
-5.145889282,14.4979248,7.446685791,56996403014
-7.49055481,15.25488281,10.84585571,56996687445
-6.878799438,14.10754395,10.88394165,56996971810
-4.307998657,10.00140381,-1.779632568,56997259192
